Title,Creator,Category,Tags,Synopsis,Confidence,Episode Number,Episode Date,Edition,Source URL,Secondary URLs,Episode Video URL,Episode Blog URL
You've Got My Eyes,,tip,,"Tool, resource, or tip for makers.",low,53,2017-09-27,main,,,https://youtube.com/watch?v=qQUS8UzZrKk,https://www.makerprojectlab.com/laser-cut-water-map-maker-update-53/
http://youvegotmyeyes.party/,,tip,art; interactive; web,Interactive web-based art project.,low,53,2017-09-27,main,http://youvegotmyeyes.party/,,https://youtube.com/watch?v=qQUS8UzZrKk,https://www.makerprojectlab.com/laser-cut-water-map-maker-update-53/
Large-Scale Star Wars AT-AT Walker Build,kylegilbert,project,cosplay; instructables,"cosplay, instructables project: Large-Scale Star Wars AT-AT Walker Build",high,52,2017-09-20,main,https://www.instructables.com/id/Large-Scale-Star-Wars-AT-AT-Walker-Build/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
Design Template based on Wooden AT-AT Walker,seamster,project,pla; wood,Woodworking project.,high,52,2017-09-20,main,https://www.instructables.com/id/Wooden-AT-AT-Walker/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
Easy Embossed Moleskine,mikeasaurus,project,instructables; wood,"instructables, wood project: Easy Embossed Moleskine",high,52,2017-09-20,main,https://www.instructables.com/id/Easy-Embossed-Moleskine/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
Generic Arduino/Pi-Compatible Addressable LED Strip (ws2812b),,project,arduino; lighting,Digital display project with electronics.,high,52,2017-09-20,main,https://www.amazon.com/gp/product/B00ZHB9M6A/ctmakerupdate-20,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
Level Shifting 3.3V microcontrollers and NeoPixels,John Park,tip,adafruit; lighting; raspberry-pi,"Tip on adafruit, lighting: Level Shifting 3.3V microcontrollers and NeoPixels",high,52,2017-09-20,main,https://learn.adafruit.com/neopixel-levelshifter/shifting-levels,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
A NOOB’S GUIDE TO MCMASTER-CARR by: Joshua Vasquez,,tip,vehicles,Tutorial or how-to guide for makers.,high,52,2017-09-20,main,https://hackaday.com/2017/09/13/noobs-guide-to-mcmaster-carr/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
AYAB v0.90 is here!,Lenore Edman,tip,knitting; textile; automation; vintage-tech; open-source,AYAB software modernizes vintage Brother knitting machines for multi-yarn automation.,high,52,2017-09-20,main,http://www.evilmadscientist.com/2017/ayab-v0-90-is-here/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
http://ayab-knitting.com/,,tip,,Resource: http://ayab-knitting.com/...,low,52,2017-09-20,main,http://ayab-knitting.com/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
You've Got My Eyes,,tip,,"Tool, resource, or tip for makers.",low,52,2017-09-20,main,,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
http://krawczukindustries.com/youvegotmyeyes/,,tip,,Resource: http://krawczukindustries.com/youvegotmyeyes/...,low,52,2017-09-20,main,http://krawczukindustries.com/youvegotmyeyes/,,https://youtube.com/watch?v=xHqkcpvpQG8,https://www.makerprojectlab.com/goliath-router-robot-maker-update-52/
Fully 3D-Printed Rubik's Cube Solving Robot,otvinta3d,project,3d-printing; robotics,Robotic project with autonomous or remote control.,high,51,2017-09-13,main,https://www.thingiverse.com/thing:2471044,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
http://www.otvinta.com/download12.html,,project,software; generative-art,Software tool download from otvinta.,low,51,2017-09-13,main,http://www.otvinta.com/download12.html,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
John Park’s Mini iPad Pinball Table with Gemma M0,,project,furniture,Maker project combining electronics and design.,high,51,2017-09-13,main,https://learn.adafruit.com/mini-pinball-table-with-gemma-m0/overview,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
First version using Teensy,,project,adafruit; arduino,"adafruit, arduino project: First version using Teensy",high,51,2017-09-13,main,https://learn.adafruit.com/pinball-controll-ipad/overview,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
"Fiber Fix 2"" Repair Tape Wrap",,project,adhesive,"adhesives project: Fiber Fix 2"" Repair Tape Wrap",high,51,2017-09-13,main,https://www.amazon.com/gp/product/B00B297WDG/ctmakerupdate-20,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
Cool Tools Review,Gerald Zuckier,project,,Project: Cool Tools Review,low,51,2017-09-13,main,http://kk.org/cooltools/fiberfix/,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
Resealable Bag Keeps Your Scale Clean (via Tested),,tip,wearables,Tip on wearables: Resealable Bag Keeps Your Scale Clean (via Tested),high,51,2017-09-13,main,https://youtu.be/YKufwAJxumE,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
Make #59 is out,,tip,,"Tool, resource, or tip for makers.",low,51,2017-09-13,main,,,https://youtube.com/watch?v=91gmSYw_atQ,https://www.makerprojectlab.com/raspberry-pi-rubiks-robot-maker-update-51/
Talking Tiki,JimScuba2386,project,,Project: Talking Tiki,low,50,2017-09-06,main,https://twitter.com/hashtag/talkingtiki?src=hash,,https://youtube.com/watch?v=wMuZE_S0c1Y,https://www.makerprojectlab.com/the-talking-tiki-maker-update-50/
Video of originals,,project,photography,photography project: Video of originals,high,50,2017-09-06,main,https://www.youtube.com/watch?v=O0B46MQ5Lkk,,https://youtube.com/watch?v=wMuZE_S0c1Y,https://www.makerprojectlab.com/the-talking-tiki-maker-update-50/
Customizable Retro Lightbox,mightynozzle,project,lighting; retro-tech,Maker project combining electronics and design.,high,50,2017-09-06,main,https://www.thingiverse.com/thing:2498966,,https://youtube.com/watch?v=wMuZE_S0c1Y,https://www.makerprojectlab.com/the-talking-tiki-maker-update-50/
Hakko CHP-170 Flush Cutters,,project,hand-tools,hand-tools project: Hakko CHP-170 Flush Cutters,high,50,2017-09-06,main,https://www.amazon.com/Hakko-CHP-170-Stand-off-Construction-21-Degree/dp/B00FZPDG1K/ctmakerupdate-20,,https://youtube.com/watch?v=wMuZE_S0c1Y,https://www.makerprojectlab.com/the-talking-tiki-maker-update-50/
"Diresta Tips: Road Case, Makerspace Table, 3DP Movable Type",,project,furniture; space,Design for 3D printing.,high,50,2017-09-06,main,https://www.youtube.com/watch?v=N3RzuMzmi-8,,https://youtube.com/watch?v=wMuZE_S0c1Y,https://www.makerprojectlab.com/the-talking-tiki-maker-update-50/
End Roll,,project,,Maker project combining electronics and design.,low,50,2017-09-06,main,,,https://youtube.com/watch?v=wMuZE_S0c1Y,https://www.makerprojectlab.com/the-talking-tiki-maker-update-50/
Spiral Staircase With a TON of Curves,MauiMakes (Nick Fournier),project,instructables; raspberry-pi; wood,"instructables, raspberry-pi project: Spiral Staircase With a TON of Curves",high,49,2017-08-30,main,https://www.instructables.com/id/Spiral-Staircase-With-a-TON-of-Curves/,,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
High Five Counting Glove,Caleb Kraft,project,wearables,wearables project: High Five Counting Glove,high,49,2017-08-30,main,http://makezine.com/2017/08/25/counting-high-fives-world-maker-faire/,,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
(Based on Trinket React Counter),,project,adafruit,adafruit project: (Based on Trinket React Counter),high,49,2017-08-30,main,https://learn.adafruit.com/trinket-react-counter/,,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
Charlotte,_toreilly,project,instructables,instructables project: Charlotte,high,49,2017-08-30,main,https://www.instructables.com/id/Charlotte/,,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
BESTEK 300W Power Inverter DC 12V to 110V AC Car Inverter with 4.2A Dual USB Car Adapter,,project,energy; vehicles,Maker project combining electronics and design.,high,49,2017-08-30,main,https://www.amazon.com/gp/product/B004MDXS0U/ctmakerupdate-20,,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
Shop Tips: Storing 3D Printer Filament,,tip,3d-printing; pla,"Tool, resource, or tip for makers.",high,49,2017-08-30,main,http://www.tested.com/tech/3d-printing/723391-shop-tips-storing-3d-printer-filament/,,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
Opposable Thumbs Podcast,,tip,podcast,Tip on podcast: Opposable Thumbs Podcast,high,49,2017-08-30,main,http://www.opposablepodcast.com/episodes,via Federico https://wolfCatWorkshop.com,https://youtube.com/watch?v=ne4viJPQY3o,https://www.makerprojectlab.com/cnc-spiral-stairs-maker-update-49/
3D Printed Animatronic Puppet,JON-A-TRON,project,3d-printing; pets,Design for 3D printing.,high,48,2017-08-23,main,https://www.instructables.com/id/3D-Printed-Animatronic-Puppet/,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
Dedicated YouTube Live Camera,,project,imaging; pets; streaming,Maker project combining electronics and design.,high,48,2017-08-23,main,http://hackaday.com/2017/08/18/live-stream-to-youtube-by-pointing-a-box-and-pressing-a-button/,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
https://www.hackster.io/tinkernut/diy-dedicated-youtube-live-streaming-camera-7a825e,,project,photography,Resource: https://www.hackster.io/tinkernut/diy-dedicated-yo...,high,48,2017-08-23,main,https://www.hackster.io/tinkernut/diy-dedicated-youtube-live-streaming-camera-7a825e,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
Diresta Prop Gold Bricks,,project,props; foam; woodworking; painting; laser-cutting,"Foam-based prop gold bars for retail display using laser-cut cardboard, paint, and adhesive.",high,48,2017-08-23,main,http://hackaday.com/2017/08/18/fool-giants-with-novelty-sized-gold-bricks/,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
https://www.youtube.com/watch?v=2u0iZBHJWDE,,project,,Resource: https://www.youtube.com/watch?v=2u0iZBHJWDE...,low,48,2017-08-23,main,https://www.youtube.com/watch?v=2u0iZBHJWDE,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
Trauma Cutters,,project,hand-tools,hand-tools project: Trauma Cutters,high,48,2017-08-23,main,https://www.amazon.com/gp/product/B002WJHE7E/ctmakerupdate-20,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
Metallic Sharpie Review on Cool Tools channel,,tip,metal; raspberry-pi,Software tool for design or creation.,high,48,2017-08-23,main,https://www.youtube.com/watch?v=TKDCE9zvF7k,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
Make Tip of the Week,,tip,,"Workshop tips on clamping, painting, and wood drying.",high,48,2017-08-23,main,http://makezine.com/2017/08/18/tips-of-the-week-clamp-caulking-gun-painting-dos-and-donts-swelling-wood-dents/,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
DIY Knobs,,tip,streaming,"Tool, resource, or tip for makers.",high,48,2017-08-23,main,http://hackaday.com/2017/08/16/a-great-way-to-make-quick-and-easy-knobs/,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
AmsterJam (September 9th),,tip,,"Tool, resource, or tip for makers.",low,48,2017-08-23,main,,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
http://amsterjam.me/,,tip,,Resource: http://amsterjam.me/...,low,48,2017-08-23,main,http://amsterjam.me/,,https://youtube.com/watch?v=VXIHaYESKLs,https://www.makerprojectlab.com/fake-gold-overwatch-animatronics-maker-update-48/
Acoustic Levitator,Asier Marzo,project,physics; electronics; acoustics; diy; engineering,DIY acoustic levitation device using sound waves to suspend objects.,high,47,2017-08-16,main,https://www.instructables.com/id/Acoustic-Levitator/,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
High Tech Edelweiss (LED KIT) With Custom PCB,anoukwipprecht,project,lighting,Digital display project with electronics.,high,47,2017-08-16,main,http://www.instructables.com/id/High-Tech-Edelweiss-LED-KIT-SwarovskiIIR/,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
https://www.instagram.com/p/BXpEVOPAsL9/,,project,,Resource: https://www.instagram.com/p/BXpEVOPAsL9/...,low,47,2017-08-16,main,https://www.instagram.com/p/BXpEVOPAsL9/,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
Bosch CC2430 Self-Centering Bit Assortment,,project,hand-tools,hand-tools project: Bosch CC2430 Self-Centering Bit Assortment,high,47,2017-08-16,main,https://www.amazon.com/gp/product/B0000TZX1M/ctmakerupdate-20,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
Self-Centering Bit Review on Cool Tools,,project,woodworking; drilling; tool-review,A Cool Tools review of a self-centering drill bit.,high,47,2017-08-16,main,http://kk.org/cooltools/vix-bit/,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
Video Playback on Freely Arranged Screens,,tip,display; gaming; pla,"Tool, resource, or tip for makers.",high,47,2017-08-16,main,https://www.raspberrypi.org/blog/info-beamer/,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
https://github.com/info-beamer/package-magic-video-wall,,tip,github; photography; software,Resource: https://github.com/info-beamer/package-magic-video...,high,47,2017-08-16,main,https://github.com/info-beamer/package-magic-video-wall,,https://youtube.com/watch?v=PupcQM6ixuM,https://www.makerprojectlab.com/sony-goes-arduino-maker-update-47/
3D Printed Bobblehead,Paige Russell,project,3d-printing,Design for 3D printing.,high,46,2017-08-09,main,https://www.instructables.com/id/3D-Printed-Bobblehead/,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Facebook video walkthrough,,project,photography,"photography, reference project: Facebook video walkthrough",high,46,2017-08-09,main,https://www.facebook.com/instructables/videos/10155604164646913/,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Paige's Invention Class,,project,instructables,instructables project: Paige's Invention Class,high,46,2017-08-09,main,https://www.instructables.com/class/Invention-Class/,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Cool Tools: Beadle Wrap,,tip,adhesive,Tip on adhesives: Cool Tools: Beadle Wrap,high,46,2017-08-09,main,https://www.youtube.com/watch?v=vHba0EfZI60,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Awesome Pi Cases to Print,,tip,raspberry-pi,Tip on raspberry-pi: Awesome Pi Cases to Print,high,46,2017-08-09,main,https://www.raspberrypi.org/blog/3d-printed-raspberry-pi-cases/,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Import McMaster-Carr Components Into Tinkercad,Paige Russell,tip,cad; design-tool,Import real components from McMaster-Carr into Tinkercad.,high,46,2017-08-09,main,https://www.instructables.com/id/Import-McMaster-Carr-Components-Into-Tinkercad/,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Join Email List for bonus links,,tip,,Tip: Join Email List for bonus links,low,46,2017-08-09,main,http://mailchi.mp/b454278e338c/arduino-fire-punch,,https://youtube.com/watch?v=B7NvuJ1Xh2M,https://www.makerprojectlab.com/bobbleheads-burrs-maker-update-46/
Punch Activated Arm Flamethrowers (Real Firebending) Made,Allen Pan,project,cosplay; props; wearables; electronics,Wearable firebending arm flamethrower with punch activation.,high,45,2017-08-02,main,https://www.hackster.io/Advanced/punch-activated-arm-flamethrowers-real-firebending-95bb80,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
Flamethrower Skateboard,,project,vehicles; props; arduino,Skateboard with flamethrower propulsion effects.,high,45,2017-08-02,main,https://www.instructables.com/id/Flamethrower-Skateboard/,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
MyoWare Bionic Claws,,project,wearables; sensor; electronics; biometric,Bionic claw controlled by EMG muscle sensing.,high,45,2017-08-02,main,https://www.instructables.com/id/Bionic-Wolverine-Claws/,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
Interactive Laser Sheet Generator With Arduino,jrbums,project,laser-cutting; acrylic; arduino,Responsive laser-etched acrylic sheet with Arduino control.,high,45,2017-08-02,main,https://www.instructables.com/id/Interactive-Laser-Sheet-Generator-With-Arduino/,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
"Electrical Slip Rings || What they're for, How they work, DIY, etc.",,project,motors; electronics; mechanical,Slip rings for transmitting power through rotating axes.,high,45,2017-08-02,main,https://www.youtube.com/watch?v=ptkMY-DZqeo,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
Interactive Geodesic Dome,,project,led; kinetic-art; interactive,Interactive dome structure with LED lighting effects.,high,45,2017-08-02,main,https://www.instructables.com/id/Interactive-Geodesic-LED-Dome/,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
MagPi Issue #60,,tip,raspberry-pi,Raspberry Pi official magazine publication.,high,45,2017-08-02,main,https://www.raspberrypi.org/blog/magpi-60/,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
‘Ultimate Guide to Soldering’,@pimoroni,tip,tutorial; soldering,‘Ultimate Guide to Soldering’.,high,45,2017-08-02,main,https://learn.pimoroni.com/tutorial/sandyj/the-ultimate-guide-to-soldering,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
Inky pHAT 3-color e-ink display,,tip,raspberry-pi; e-ink; electronics; display,E-ink display HAT for Raspberry Pi.,high,45,2017-08-02,main,https://shop.pimoroni.com/collections/raspberry-pi/products/inky-phat,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
Adafruit GEMMA M0,,tip,arduino; electronics; wearables,Small Arduino-compatible board for wearables.,high,45,2017-08-02,main,https://www.adafruit.com/product/3501,,https://youtube.com/watch?v=FF2cD_YcQJ4,https://www.makerprojectlab.com/arduino-fire-punch-maker-update-45/
"Butterfly, Animated.",gzumwalt,project,3d-printing; kinetic-art; mechanical,3D-printed mechanical butterfly sculpture.,high,44,2017-07-26,main,https://www.instructables.com/id/Butterfly/,,https://youtube.com/watch?v=tbQYnxVY6EM,https://www.makerprojectlab.com/bike-powered-xbox-maker-update-44/
LED Light Weight Magnifier with 5 Lenses,,project,led,LED Light Weight Magnifier with 5 Lenses.,high,44,2017-07-26,main,https://www.amazon.com/exec/obidos/ASIN/B005VIG6TA/ctmakerupdate-20,,https://youtube.com/watch?v=tbQYnxVY6EM,https://www.makerprojectlab.com/bike-powered-xbox-maker-update-44/
Review,Gary Klaus (2015),project,jewelry; electronics; hand-tools; precision; magnification; soldering,Head-mounted LED magnifier with adjustable lenses for hands-free detailed work.,high,44,2017-07-26,main,http://kk.org/cooltools/wearable-magnifying-glasses/,,https://youtube.com/watch?v=tbQYnxVY6EM,https://www.makerprojectlab.com/bike-powered-xbox-maker-update-44/
List of upcoming Instructables Contests,,tip,competition; instructables,"Tip on competitions, instructables: List of upcoming Instructables Contests",high,44,2017-07-26,main,https://www.instructables.com/community/List-of-Upcoming-Contests/,,https://youtube.com/watch?v=tbQYnxVY6EM,https://www.makerprojectlab.com/bike-powered-xbox-maker-update-44/
Make Tip of the Week,,tip,,"Workshop tips including CNS, lasercutting, and hiring guidance.",high,44,2017-07-26,main,http://makezine.com/2017/07/21/tips-of-the-week-cutting-resin-with-microbeads-herringbone-cnc-tape-hiring-a-machine-shop/,,https://youtube.com/watch?v=tbQYnxVY6EM,https://www.makerprojectlab.com/bike-powered-xbox-maker-update-44/
LED Eyes,Ruiz Brothers,project,led; wearables; cosplay; electronics,LED eyes display for wearables or costumes.,high,43,2017-07-19,main,https://learn.adafruit.com/led-eyes,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
Smart Lamp With ESP8266 & Amazon Echo,bekathwia,project,esp32,Smart Lamp With ESP8266 & Amazon Echo by bekathwia.,high,43,2017-07-19,main,https://www.instructables.com/id/Smart-Lamp-With-ESP8266-Amazon-Echo/,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
Marblevator Air,gzumwalt,project,kinetic-art; mechanical; 3d-printing,Mechanical marble elevator kinetic sculpture.,high,43,2017-07-19,main,https://www.instructables.com/id/Marblevator-Air/,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
Kreg KMA2675 Kreg Rip-Cut,,project,woodworking,Kreg woodworking tool for precision cuts.,high,43,2017-07-19,main,https://www.amazon.com/dp/B007K5HIFS/ctmakerupdate-20,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
New Cool Tools Channel,,tip,tool-review; podcast,New Cool Tools Channel.,low,43,2017-07-19,main,https://www.youtube.com/user/CoolToolsLab,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
Best portable soldering iron comparison,,tip,soldering,Best portable soldering iron comparison.,high,43,2017-07-19,main,https://youtu.be/iIbwQbwGFwg,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
"1/4"" Audio Jack Key Holder",jbenodin,tip,electronics; upcycling; product-design,Key holder made from vintage audio jacks.,high,43,2017-07-19,main,https://www.instructables.com/id/14-Audio-Jack-Key-Holder/,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
World's Largest Super Soaker with Bob Clagett Mark Rober,,tip,,Tip: World's Largest Super Soaker with Bob Clagett Mark Rober,low,43,2017-07-19,main,https://youtu.be/gL5CO2wlBgE,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
https://youtu.be/T1KRQ3RcvXA,,tip,,Resource: https://youtu.be/T1KRQ3RcvXA...,low,43,2017-07-19,main,https://youtu.be/T1KRQ3RcvXA,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
Dublin Maker,,tip,event,"Mention of the Dublin Maker festival, a maker-faire-style event.",low,43,2017-07-19,main,http://www.dublinmaker.ie/,,https://youtube.com/watch?v=ZFF_1TKxXPE,https://www.makerprojectlab.com/leds-face-maker-update-43/
"Pterodactyl, Pseudo Style",Greg Zumwalt,project,3d-printing; kinetic-art; mechanical,3D-printed mechanical pterodactyl sculpture.,high,42,2017-07-12,main,https://www.instructables.com/id/Pterodactyl-Pseudo-Style/,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
Pro Trinket Tachometer,Bill Earl,project,arduino; sensor; automotive; display,Tachometer display using Adafruit Pro Trinket.,high,42,2017-07-12,main,https://learn.adafruit.com/pro-trinket-tachometer/overview,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
Collin Cunningham on Cool Tools Podcast,,tip,podcast; tool-review,Collin Cunningham on Cool Tools Podcast.,high,42,2017-07-12,main,http://kk.org/cooltools/collin-cunningham-creative-engineer-at-adafruit-industries/,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
Screws: What You Need to Know,Essential Craftsman (Scott Wadsworth),tip,,Tip: Screws: What You Need to Know,low,42,2017-07-12,main,https://youtu.be/N3jG5xtSQAo,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
Becky's Project Documentation Tips,,tip,tutorial,Becky's Project Documentation Tips.,high,42,2017-07-12,main,https://www.instructables.com/id/5-Tips-for-Documenting-DIY-Projects/,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
Maker Events,,tip,event,A general mention of upcoming maker events.,low,42,2017-07-12,main,http://makerfaire.com/map/,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
Dublin Maker,,tip,event,"Mention of the Dublin Maker festival, a maker-faire-style event.",low,42,2017-07-12,main,http://www.dublinmaker.ie/,,https://youtube.com/watch?v=jb3eijXzBTw,https://www.makerprojectlab.com/power-tool-tachometer-maker-update-42/
NeoPixie Dust Bag,John Park,project,adafruit; raspberry-pi; wearables,"adafruit, raspberry-pi project: NeoPixie Dust Bag",high,41,2017-07-05,main,https://learn.adafruit.com/NeoPixieDustBag_CPX,,https://youtube.com/watch?v=aXU6oSJ8vLQ,https://www.makerprojectlab.com/pixie-power-maker-update-41/
Manfrotto 143 Magic Arm Kit with Umbrella Bracket Super Clamp and Backlite Base,,project,hand-tools; lighting,"hand-tools, lighting project: Manfrotto 143 Magic Arm Kit with Umbrella Bracket Super Clamp and Backlite Base",high,41,2017-07-05,main,https://www.amazon.com/Manfrotto-143-Umbrella-Bracket-Backlite/dp/B0011EHRDM/ctmakerupdate-20,,https://youtube.com/watch?v=aXU6oSJ8vLQ,https://www.makerprojectlab.com/pixie-power-maker-update-41/
Cool Tools Podcast: Donald Bell,,project,podcast; tool-review,Cool Tools Podcast: Donald Bell.,high,41,2017-07-05,main,http://kk.org/cooltools/donald-bell-maker-project-lab/,,https://youtube.com/watch?v=aXU6oSJ8vLQ,https://www.makerprojectlab.com/pixie-power-maker-update-41/
